Fid,SourcedFrom,FileTimeUtc,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,Payload,SourceIpCountryCode,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,SourceIpMetroCode,SourceIpAreaCode,HttpRequest,Label
10.42.0.211-10.42.0.1-42829-53-17,SinkHoleMessage,1.31E+17,60.53.139.42,53696,AS4788,204.95.99.31,288,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-13869-53-17,SinkHoleMessage,1.31E+17,175.144.0.1,65195,AS4788,204.95.99.109,333,Unknown,MY,1,Tebrau,1.532,103.7549,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-106.11.94.6-50600-443-6,SinkHoleMessage,1.31E+17,113.210.138.90,20991,AS9534,204.95.99.31,1921,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-29762-53-17,SinkHoleMessage,1.31E+17,202.76.225.226,64813,AS24218,204.95.99.109,3360,Unknown,MY,,,2.5,112.5,0,0,A,WORMS
198.105.244.11-10.42.0.151-80-35944-6,SinkHoleMessage,1.31E+17,180.74.20.244,51194,AS38322,204.95.99.31,1920,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.110-10.42.0.151-443-36650-6,SinkHoleMessage,1.31E+17,175.140.91.50,1794,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.211-125.39.133.40-51263-80-6,SinkHoleMessage,1.31E+17,60.49.66.84,53823,AS4788,204.95.99.109,118,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,33|,WORMS
175.100.207.231-10.42.0.211-80-46629-6,SinkHoleMessage,1.31E+17,118.101.65.174,51653,AS4788,204.95.99.31,288,Unknown,MY,2,Padang Serai,5.5131,100.5536,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.110-10.42.0.151-443-36630-6,SinkHoleMessage,1.31E+17,113.210.134.151,10498,AS9534,204.95.99.26,2520,Unknown,MY,12,Rawang,3.3213,101.5767,0,0,246,WORMS
203.205.179.172-10.42.0.151-80-51510-6,SinkHoleMessage,1.31E+17,175.145.207.238,56713,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
216.58.219.206-10.42.0.151-443-60406-6,SinkHoleMessage,1.31E+17,149.129.57.125,55524,AS9930,204.95.99.109,88,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.227-10.42.0.151-443-55944-6,SinkHoleMessage,1.31E+17,175.141.91.26,50987,AS4788,204.95.99.31,105,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
219.142.78.217-10.42.0.211-80-59746-6,SinkHoleMessage,1.31E+17,113.210.161.129,32186,AS9534,204.95.99.109,3360,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,A,WORMS
10.42.0.211-66.198.24.224-60503-443-6,SinkHoleMessage,1.31E+17,175.141.194.247,51308,AS4788,204.95.99.142,86,Unknown,MY,1,Muar,2.0442,102.5689,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-10806-53-17,SinkHoleMessage,1.31E+17,202.188.55.58,53908,AS4788,204.95.99.100,4040,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-123.125.115.164-46710-443-6,SinkHoleMessage,1.31E+17,202.188.199.253,53321,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.206-10.42.0.211-443-37611-6,SinkHoleMessage,1.31E+17,60.53.56.23,2185,AS4788,204.95.99.109,77,Unknown,MY,9,Bayan Lepas,5.2999,100.2605,0,0,lv|'|'|TkVXIFN0dWJfNjA1MTIzREI=|'|'|LPHP-FB04|'|'|husnizahusin|'|'|2013-10-24|'|'|MYS|'|'|Win 7 Professional SP1 x86|'|'|No|'|'|0.5.0E|'|'|..|'|'|IA==|'|'|[endof],WORMS
174.35.73.168-10.42.0.42-80-52013-6,SinkHoleMessage,1.31E+17,203.106.158.235,1477,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
192.229.173.173-10.42.0.151-443-52511-6,SinkHoleMessage,1.31E+17,113.210.11.196,45131,AS9534,204.95.99.31,288,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-56466-53-17,SinkHoleMessage,1.31E+17,124.13.172.97,49451,AS4788,204.95.99.31,105,Unknown,MY,1,Johor,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.6.202-10.42.0.211-443-44308-6,SinkHoleMessage,1.31E+17,124.13.188.111,21135,AS4788,204.95.99.109,3031,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-14.17.42.57-36314-80-6,SinkHoleMessage,1.31E+17,219.92.235.57,27209,AS4788,204.95.99.86,4442,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
192.229.173.173-10.42.0.151-443-55879-6,SinkHoleMessage,1.31E+17,103.1.70.11,49854,AS45960,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-104.208.156.39-39158-443-6,SinkHoleMessage,1.31E+17,115.164.178.233,63119,AS4818,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-23.206.166.66-51030-80-6,SinkHoleMessage,1.31E+17,113.210.128.139,30587,AS9534,204.95.99.86,991,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.6.234-10.42.0.151-443-53504-6,SinkHoleMessage,1.31E+17,175.140.91.50,1795,AS4788,204.95.99.31,1155,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
222.73.28.96-10.42.0.211-80-41486-6,SinkHoleMessage,1.31E+17,115.134.213.70,57152,AS4788,204.95.99.109,1888,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-4774-53-17,SinkHoleMessage,1.31E+17,115.133.102.73,60188,AS4788,204.95.99.31,1920,Unknown,MY,13,Kuala Terengganu,5.3302,103.1408,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
180.149.134.221-10.42.0.211-80-45963-6,SinkHoleMessage,1.31E+17,60.53.95.84,59919,AS4788,204.95.99.109,999,Unknown,MY,12,Batu Caves,3.2333,101.6667,0,0,33|,RECONNAISSANCE
10.42.0.151-52.216.1.211-44358-443-6,SinkHoleMessage,1.31E+17,203.106.153.174,5827,AS4788,204.95.99.109,88,Unknown,MY,7,Bagan Serai,5.0108,100.541,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
203.205.158.52-10.42.0.42-80-47429-6,SinkHoleMessage,1.31E+17,1.9.103.47,20622,AS4788,204.95.99.31,1920,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
174.35.73.71-10.42.0.151-80-33593-6,SinkHoleMessage,1.31E+17,183.171.164.192,7856,AS10030,204.95.99.109,1998,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-31.13.80.5-36631-443-6,SinkHoleMessage,1.31E+17,175.144.173.91,51411,AS4788,204.95.99.86,1176,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.78-10.42.0.211-443-60219-6,SinkHoleMessage,1.31E+17,103.1.69.24,60744,AS45960,204.95.99.26,666,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.106-10.42.0.151-443-48364-6,SinkHoleMessage,1.31E+17,1.9.102.49,7853,AS4788,204.95.99.109,2233,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.11.2-10.42.0.211-443-47659-6,SinkHoleMessage,1.31E+17,183.171.174.231,46598,AS10030,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
202.77.129.150-10.42.0.211-443-38215-6,SinkHoleMessage,1.31E+17,118.101.155.147,51508,AS4788,204.95.99.109,6666,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-9201-53-17,SinkHoleMessage,1.31E+17,113.210.11.197,58777,AS9534,204.95.99.109,88,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.206-10.42.0.151-443-51323-6,SinkHoleMessage,1.31E+17,115.134.210.37,51424,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-31.13.69.203-54327-443-6,SinkHoleMessage,1.31E+17,1.9.98.213,1699,AS4788,204.95.99.109,88,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-7517-53-17,SinkHoleMessage,1.31E+17,203.106.157.91,9876,AS4788,204.95.99.109,1888,Unknown,MY,1,Kluang,2.0251,103.3328,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-106.39.162.36-33206-80-6,SinkHoleMessage,1.31E+17,124.82.231.158,63175,AS4788,204.95.99.109,1604,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,"lv|'|'|8J+RuSBEYXJrIPCfkblfMkZGNjE1Qg==|'|'|MENTORSERVER|'|'|emerald|'|'|2014-05-16|'|'||'|'|Win 7 Professional SP0 x64|'|'|No|'|'|0.6.4|'|'|..|'|'||'|'|2b3328e57676df442688f81f9824276a,f8c065f4e758233f0d12dc9b8cf7a2ce,[endof]",RECONNAISSANCE
182.22.24.252-10.42.0.211-443-52441-6,SinkHoleMessage,1.31E+17,124.13.26.251,56671,AS4788,204.95.99.109,1998,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-118.26.161.142-38900-80-6,SinkHoleMessage,1.31E+17,120.139.115.60,50684,AS38322,204.95.99.100,4040,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-29774-53-17,SinkHoleMessage,1.31E+17,175.145.99.92,59665,AS4788,204.95.99.86,1644,Unknown,MY,2,Alor Setar,6.121,100.3601,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-64.71.142.124-43132-443-6,SinkHoleMessage,1.31E+17,219.92.111.251,51070,AS4788,204.95.99.109,88,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-8457-53-17,SinkHoleMessage,1.31E+17,123.136.107.8,8875,AS38466,204.95.99.86,991,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-1040-53-17,SinkHoleMessage,1.31E+17,115.133.75.63,3001,AS4788,204.95.99.109,333,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-25973-53-17,SinkHoleMessage,1.31E+17,115.132.58.128,10474,AS4788,204.95.99.109,1890,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,189,RECONNAISSANCE
10.42.0.151-120.196.211.8-51406-80-6,SinkHoleMessage,1.31E+17,1.9.98.8,2667,AS4788,204.95.99.86,1644,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-121.14.255.49-52307-80-6,SinkHoleMessage,1.31E+17,175.136.207.44,58201,AS4788,204.95.99.109,1604,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,"lv|'|'|SGFrZWR4RF84NjQwQ0E1NA==|'|'|ROSNANI-WIN7|'|'|ROSNANI|'|'|2014-03-04|'|'||'|'|Win 7 Professional SP1 x64|'|'|No|'|'|0.6.4|'|'|..|'|'||'|'|2b3328e57676df442688f81f9824276a,f8c065f4e758233f0d12dc9b8cf7a2ce,[endof]",RECONNAISSANCE
172.217.10.106-10.42.0.151-443-45984-6,SinkHoleMessage,1.31E+17,180.74.86.137,2439,AS38322,204.95.99.109,333,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,DDOS
202.77.129.150-10.42.0.211-80-50657-6,SinkHoleMessage,1.31E+17,1.9.103.78,9540,AS4788,204.95.99.31,288,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-47.93.76.169-34910-443-6,SinkHoleMessage,1.31E+17,14.192.215.179,2404,AS9534,204.95.99.109,3360,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,A,WORMS
203.205.151.47-10.42.0.151-80-35402-6,SinkHoleMessage,1.31E+17,120.141.24.89,53597,AS38322,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
162.208.22.39-10.42.0.211-443-33018-6,SinkHoleMessage,1.31E+17,175.137.181.177,13560,AS4788,204.95.99.31,288,Unknown,MY,1,Kulai,1.6561,103.6032,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
182.22.24.124-10.42.0.211-443-53465-6,SinkHoleMessage,1.31E+17,103.1.71.167,57952,AS45960,204.95.99.31,1920,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-23.194.140.226-54692-80-6,SinkHoleMessage,1.31E+17,219.92.203.148,57904,AS4788,204.95.99.109,1888,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-57315-53-17,SinkHoleMessage,1.31E+17,60.49.24.229,17408,AS4788,204.95.99.109,88,Unknown,MY,1,Tebrau,1.532,103.7549,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.174-10.42.0.151-443-59175-6,SinkHoleMessage,1.31E+17,115.164.184.91,40614,AS4818,204.95.99.109,333,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-74.6.105.13-49747-443-6,SinkHoleMessage,1.31E+17,175.140.89.103,49924,AS4788,204.95.99.109,77,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,"lv|'|'|R01fMUE3OUVGRDg=|'|'|ASUS-PC|'|'|user|'|'|2013-08-10|'|'|USA|'|'|Win 7 Ultimate SP1 x64|'|'|Yes|'|'|0.5.0E|'|'|..|'|'|U3RlYW0=|'|'|5702673368512820f82155c9e1d5e18a,682dfec8c66a0de6f1475ca73c462a69,[endof]",RECONNAISSANCE
180.149.136.194-10.42.0.211-80-54127-6,SinkHoleMessage,1.31E+17,1.9.98.195,9164,AS4788,204.95.99.31,1920,Unknown,MY,6,Mentakab,3.4854,102.3484,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.78-10.42.0.151-443-34931-6,SinkHoleMessage,1.31E+17,175.136.223.90,63080,AS4788,204.95.99.142,81,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,33|,WORMS
10.42.0.211-10.42.0.1-14162-53-17,SinkHoleMessage,1.31E+17,103.244.49.57,19648,AS132514,204.95.99.109,7777,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /ready HTTP/1.1,RECONNAISSANCE
10.42.0.1-10.42.0.42-53-14222-17,SinkHoleMessage,1.31E+17,120.139.102.251,58345,AS38322,204.95.99.109,88,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,lv0njxq80--TMR--_9ED4AA9D0njxq80MYS0njxq80WIN_7 X64 SP00njxq800.3.3a0njxq80Y0njxq80Start,WORMS
172.217.10.131-10.42.0.211-80-46920-6,SinkHoleMessage,1.31E+17,118.101.200.33,54517,AS4788,204.95.99.31,1920,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-23364-53-17,SinkHoleMessage,1.31E+17,115.135.13.227,19268,AS4788,204.95.99.109,1998,Unknown,MY,7,Pusing,4.4941,101.0079,0,0,POST /is-ready HTTP/1.1,WORMS
183.79.249.252-10.42.0.211-443-37110-6,SinkHoleMessage,1.31E+17,175.141.79.110,35892,AS4788,204.95.99.86,991,Unknown,MY,2,Alor Setar,6.121,100.3601,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.142-10.42.0.151-443-49138-6,SinkHoleMessage,1.31E+17,210.187.59.170,62526,AS4788,204.95.99.109,333,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-115.239.210.141-47692-80-6,SinkHoleMessage,1.31E+17,110.159.80.40,58741,AS4788,204.95.99.86,1644,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-43467-53-17,SinkHoleMessage,1.31E+17,175.139.227.23,55342,AS4788,204.95.99.31,288,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-66.231.239.122-43848-80-6,SinkHoleMessage,1.31E+17,1.9.105.204,2994,AS4788,204.95.99.109,333,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-104.244.43.131-57205-443-6,SinkHoleMessage,1.31E+17,203.106.80.152,3856,AS4788,204.95.99.109,1122,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.1-10.42.0.42-53-54122-17,SinkHoleMessage,1.31E+17,161.139.102.8,39947,AS45960,204.95.99.109,102,Unknown,MY,1,Skudai,1.5333,103.6667,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-31.13.69.229-50432-443-6,SinkHoleMessage,1.31E+17,175.141.201.168,21553,AS4788,204.95.99.31,1921,Unknown,MY,12,Kepong,3.2167,101.6333,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.6.237-10.42.0.42-443-36068-6,SinkHoleMessage,1.31E+17,115.135.167.120,50021,AS4788,204.95.99.31,288,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-43130-53-17,SinkHoleMessage,1.31E+17,175.143.242.242,51287,AS4788,204.95.99.31,6915,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.1-10.42.0.42-53-64262-17,SinkHoleMessage,1.31E+17,219.92.234.26,16108,AS4788,204.95.99.100,4040,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
209.10.120.26-10.42.0.211-80-56587-6,SinkHoleMessage,1.31E+17,115.134.194.11,54854,AS4788,204.95.99.86,1176,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-51224-53-17,SinkHoleMessage,1.31E+17,175.140.89.222,61060,AS4788,204.95.99.31,1920,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
216.58.219.196-10.42.0.42-443-45664-6,SinkHoleMessage,1.31E+17,1.9.98.48,5745,AS4788,204.95.99.86,1644,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.1-10.42.0.42-53-5483-17,SinkHoleMessage,1.31E+17,103.244.49.30,13520,AS132514,204.95.99.26,99,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
140.205.250.8-10.42.0.211-80-32999-6,SinkHoleMessage,1.31E+17,113.210.138.13,13518,AS9534,204.95.99.109,100,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,190,RECONNAISSANCE
10.42.0.151-74.119.118.71-34163-443-6,SinkHoleMessage,1.31E+17,113.210.133.44,14021,AS9534,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-95.213.11.133-49418-80-6,SinkHoleMessage,1.31E+17,175.136.127.242,62802,AS4788,204.95.99.109,1249,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-64.71.142.120-41728-443-6,SinkHoleMessage,1.31E+17,113.210.4.122,60709,AS9534,204.95.99.31,1920,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.170-10.42.0.42-443-59680-6,SinkHoleMessage,1.31E+17,202.170.57.253,3433,AS24090,204.95.99.109,3745,Unknown,MY,9,Penang,5.4112,100.3354,0,0,lCOuuvX118TFXhsNDdmme1WkeNS5ubCxwawfpRtDRso1QPGTn4HJodAgFptDsyc5,RECONNAISSANCE
10.42.0.151-10.42.0.1-62340-53-17,SinkHoleMessage,1.31E+17,183.171.175.147,27681,AS10030,204.95.99.86,4442,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
239.255.255.250-10.42.0.1-1900-45154-17,SinkHoleMessage,1.31E+17,175.145.60.136,59981,AS4788,204.95.99.31,1920,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-15313-53-17,SinkHoleMessage,1.31E+17,203.106.115.64,49760,AS4788,204.95.99.109,258,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
180.76.151.150-10.42.0.42-80-53956-6,SinkHoleMessage,1.31E+17,210.186.55.40,3335,AS4788,204.95.99.26,333,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,WORMS
239.255.255.250-10.42.0.1-1900-44921-17,SinkHoleMessage,1.31E+17,203.106.80.152,3857,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.106-10.42.0.211-443-43700-6,SinkHoleMessage,1.31E+17,175.140.105.204,17885,AS4788,204.95.99.118,3419,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,A,RECONNAISSANCE
202.77.129.150-10.42.0.211-443-43404-6,SinkHoleMessage,1.31E+17,113.210.9.2,19192,AS9534,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.130-10.42.0.211-443-51316-6,SinkHoleMessage,1.31E+17,115.134.215.87,49436,AS4788,204.95.99.31,105,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-63.250.200.101-50890-443-6,SinkHoleMessage,1.31E+17,175.140.196.233,53888,AS4788,204.95.99.109,77,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,"lv|'|'|Q3J5cHRlciBCeSBIYWNrX0UyMDEyRTMw|'|'|USER-PC|'|'|user|'|'|2013-10-21|'|'|USA|'|'|Win 7 Home Basic SP0 x86|'|'|No|'|'|0.5.0E|'|'|..|'|'|TXVsdGljYW0gU3VydmVpbGxhbmNlIFN5c3RlbSA4LjUy|'|'|5702673368512820f82155c9e1d5e18a,[endof]",RECONNAISSANCE
10.42.0.211-10.42.0.1-18399-53-17,SinkHoleMessage,1.31E+17,118.101.5.166,57725,AS4788,204.95.99.86,2320,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-31.13.65.7-43201-443-6,SinkHoleMessage,1.31E+17,113.210.3.66,38493,AS9534,204.95.99.26,9999,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-31.13.69.195-56545-443-6,SinkHoleMessage,1.31E+17,113.210.4.133,54229,AS9534,204.95.99.109,6619,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,XViVT8xgl5xk0J2tEW6XiQaLc8MAT86POmTGy+MslEfNSgZrhCAnmVLVruPMrFib,RECONNAISSANCE
172.217.11.36-10.42.0.42-443-47367-6,SinkHoleMessage,1.31E+17,60.54.84.168,20743,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-23.194.140.226-43313-80-6,SinkHoleMessage,1.31E+17,1.9.30.19,6256,AS4788,204.95.99.109,1177,Unknown,MY,5,Pantai,2.7867,101.9953,0,0,FLz0IaZKg8+Q51KaJghjeNAMMSfXbwxYP3rX+b8lZ1BkT3FD10FKi2vq4L0kbvRLINwkdgf7MBhV6EusWK2YrA==,RECONNAISSANCE
10.42.0.211-108.174.10.10-57719-443-6,SinkHoleMessage,1.31E+17,175.141.214.242,17249,AS4788,204.95.99.31,288,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,DDOS
180.149.138.210-10.42.0.211-80-37279-6,SinkHoleMessage,1.31E+17,1.9.96.154,10087,AS4788,204.95.99.109,95,Unknown,MY,13,Kuala Terengganu,5.3302,103.1408,0,0,"lv||UsbV_A268D4E8||USER-PC/user||MY||WIN_7 X86||5||Avira Desktop||Doraemon 2 hours - 2 jam, malay version (20.10.14) - YouTube - Google Chrome",WORMS
151.101.45.140-10.42.0.211-443-34477-6,SinkHoleMessage,1.31E+17,118.101.5.166,57726,AS4788,204.95.99.26,2520,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,225,WORMS
10.42.0.1-10.42.0.42-53-51931-17,SinkHoleMessage,1.31E+17,183.171.161.209,22886,AS10030,204.95.99.109,7777,Unknown,MY,12,Ampang,3.15,101.7667,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.211-77.234.44.199-48361-80-6,SinkHoleMessage,1.31E+17,210.48.156.54,3247,AS17971,204.95.99.109,88,Unknown,MY,13,Kemaman,4.2333,103.45,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-52.54.141.78-41461-80-6,SinkHoleMessage,1.31E+17,203.106.154.185,7500,AS4788,204.95.99.26,81,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
